name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
2506 Studio,4.9,,?,no,599€-3000€,https://www.matrimonio.com/fotografo-matrimonio/2506-studio--e172330,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, altri","""In Budget"" a partire da 599,00 euro. Nuovo Servizio Fotografico offerto.  Contattatemi e sarò lieto difornire tutte le indicazioni in merito",yes,?
Controluce,?,,?,no,650€-1600€,https://www.matrimonio.com/fotografo-matrimonio/controluce--e195100,"risoluzione, blu-ray o DVD con tutti gli scatti","I nostri servizi partono da € 600,00 per l'esecuzione di un servizio costituito da: uscita fotografo,fotografie durante la cerimonia, provini su dvd, album fotografico nel formato 30x30 con 50 foto",yes,?
Massimo Manara Photographer,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/massimo-manara-photographer--e198652,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Fotografie vintage","Servizio, due fotografi, postproduzione, album e minialbum",yes,?
Mario Amelio fotografo,5.0,,?,no,2300€,https://www.matrimonio.com/fotografo-matrimonio/mario-amelio-fotografo--e203064,"Foto, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Teca Luxury White Marble 40x30cm con 80 fotografie, due album 20x15cm, chiavetta USB con tutti gli scattidella giornata.  Disponibili altri prodotti con diversi costi",yes,?
PhotoManiac,?,,?,no,1000€-1500€,https://www.matrimonio.com/fotografo-matrimonio/photomaniac--e204676,"DVD con tutti gli scatti, altri","Offriamo diverse soluzioni per ogni tipo di matrimonio, cosi da lasciar maggior scelta agli sposi",yes,?
Michele Dell'Utri,4.8,,?,no,2100€,https://www.matrimonio.com/fotografo-matrimonio/michele-dellutri--e9349,DVD con tutti gli scatti,Due fotografi per l'intero giorno e 3 album,yes,?
Innamorati,5.0,,?,no,600€-2900€,https://www.matrimonio.com/fotografo-matrimonio/innamorati--e17779,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Love Session,Foto, video, album digitali, fotografie in alta risoluzione, blu-ray, 4k, 6 droni, photobooth Macchina (bolle fumo) , M-disc,  consegna dei files e massima tecnologia digitale",Servizio fotografico Love Session - Fotografo tutto il giorno - Correzione di TUTTE le immagini - sceltafoto - ritocco immagini - vista pre stampa e modifica - album a scelta senza sovrapprezzo,yes,"Bergamo, Brescia e Cremona"
Weddingphoto,4.9,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/weddingphoto--e23619,DVD con tutti gli scatti,"Album classico o fotolibro, dvd con tutte le fotografie in alta risoluzione, ritocco delle foto scelte dainserire nell'album e mini album digitali (solo nell caso del fotolibro)",yes,Como e Monza e Brianza
Roberto Treccani,4.9,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/roberto-treccani--e32779,"risoluzione, blu-ray o DVD con tutti gli scatti","Album matrimonio , custodia idonea, album per genitori,book provinatura cartaceo  comprendeprematrimonio e matrimonio, un ingrandimento 50x75 e  file su chiavetta o cd",yes,?
CameraOff - studio fotografico matrimoni,4.9,,?,no,1600€-2600€,https://www.matrimonio.com/fotografo-matrimonio/cameraoff-studio-fotografico-matrimoni--e39769,"servizio aggiuntivo gratuito a scelta tra Guestbook,  Videobox, Photobooth o Stampa gratuita su forex o tela",Operatori senza limiti di tempo-anteprima gratuita di foto di coppia-consegna entro 3 mesi di circa 500scatti selezionati e già editati-consegna dei file originali (2000 scatti Jpg),yes,?
Studio Fotografico Immagini,4.9,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-immagini--e42119,"blu-ray o DVD con tutti gli scatti, Slide show musicato, servizio partecipazioni e ringraziamenti, tableau marriage  personalizzati","Disponibilità illimitata di un fotografo e assistente, cd per la scelta delle foto, files originali adalta risoluzione, post- produzione  e realizzazione di un'album in base ai gusti degli sposi",yes,?
Ordine della Giarrettiera,4.9,,?,no,1600€,https://www.matrimonio.com/fotografo-matrimonio/ordine-della-giarrettiera--e42449,"Photobooth con Macchina fotografica istantanea e accessori su richiesta  - Servizio Gravidanza, newborn e bambini  - Foto di Famiglia  - Battesimi ed altri eventi","Le nostre proposte includono sempre la disponibilità di 2 fotografe per l'intera giornata. Quello checambia è la modalità di consegna: dalle foto su chiavetta, stampe e libri, fino all'album fineart",yes,Lecco e Milano
FotoCiak di Marco Traiani,5.0,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/fotociak-di-marco-traiani--e54049,con tutti gli scatti,Il pacchetto matrimoniale include:Preparazione sposo/sposa -Cerimonia -Servizio di Coppia -Ricevimentofino al taglio della torta -Presenza per 12 ore,yes,Bergamo e Milano
Photografica Mangili,4.9,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/photografica-mangili--e105866,"blu-ray o DVD con tutti gli scatti, cabina fotografica","• Una Gallery on-line  • L’album da voi scelto comprensivo di copertina e impaginazione grafica  • Tuttele immagini realizzate, nr 2 album/portafoto genitori  • Una confezione coordinata - 1 poster",yes,Como e Lecco
Foto Studio M,5.0,,?,no,580€-1800€,https://www.matrimonio.com/fotografo-matrimonio/foto-studio-m--e107754,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Album libro completo di valigia e copertina con possibilità due mini album,yes,?
"Momenti, a wedding story",4.9,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/momenti-a-wedding-story--e107795,"formato cartolina dei migliori scatti della giornata, Set/Photo Booth professionale in Location, stampa libro prematrimonio per dediche e  libretti per testimoni e genitori","Include il servizio fotografico (due fotografi), le fotografie ottimizzate consegnate su chiavetta USB euna copia del libro del matrimonio stampato con carta professionale",yes,?
Magic Foto,4.9,,?,no,500€-17000€,https://www.matrimonio.com/fotografo-matrimonio/magic-foto--e109024,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Matrimoni, battesimi,  e feste laurea, foto book.  Siamo disposti  a venire da voi per visionare i nostri lavori  su appuntamento (distanza permettendo)","Il pacchetto minimo solo gli scatti. Il pacchetto completo includono album/fotolibro più due mini pergenitori, valigetta.   provini stampati, e originali    Video su DVD  in 3 Copie in elegante custodia",yes,?
Paola Rizzi Photopierre,4.9,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/paola-rizzi-photopierre--e112117,"blu-ray o DVD con tutti gli scatti, Possibilità di ringraziare gli ospiti attraverso una delle vostre foto più' significative della giornata confezionata in eleganti cartoncini che potrà   Essere abbinato al tema del vostro matrimonio","Servizio completo da preparativi a ricevimento o confezionato su misura in base alle vostre esigenze,album digitale, album family slidemotion, album, raccolta fine art",yes,?
Sedicinoni,4.9,,?,no,350€-1800€,https://www.matrimonio.com/fotografo-matrimonio/sedicinoni--e114164,"DVD con tutti gli scatti, photocall, PHOTOBOOTH, ALBERO SPOSI (CON IMPRONTE OSPITI RICORDO)","Scatti illimitati, fotoalbum + album per genitori + dvd e chiavetta in alta risoluzione. Video coneffetti, titoli e menù personalizzati con tre dvd in HD",yes,?
Altri Toni,5.0,,?,no,750€-3000€,https://www.matrimonio.com/fotografo-matrimonio/altri-toni--e118793,"risoluzione, blu-ray o DVD con tutti gli scatti, Progettazione grafica di tutto il materiale riguardante le nozze  Stampa immediata su supporti cartacei di ogni tipo compreso fine art","Tutti i pack matrimonio includono sicuramente:  L'intera giornata delle nozze, dai preparativi al tagliodella torta.  Partendo da questo, ogni pacchetto è personalizzabile a seconda delle esigenze",yes,Mantova e Modena
Fotobarbera,5.0,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/fotobarbera--e125492,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, cabina fotografica, altri",Album sposi e genitori,yes,?
Sebastiano Ponessa Photographer,4.6,,?,no,950€-2500€,https://www.matrimonio.com/fotografo-matrimonio/sebastiano-ponessa-photographer--e126676,DVD con tutti gli scatti,Album libro- album genitori -slide show-foto-post-prodotte-alta risoluzione.  La possibilità di avere adisposizione drone di ultima generazione (poco ingombrante e di altissima qualità 4k),yes,Milano e Monza e Brianza
Davide Passoni,5.0,,?,no,600€-3000€,https://www.matrimonio.com/fotografo-matrimonio/davide-passoni--e138702,"risoluzione, blu-ray o DVD con tutti gli scatti",Album  - 2 album genitori - DVD con tutte le foto in alta risoluzione,yes,Bergamo e Milano
Leonora Aricò,4.9,,?,no,1000€-4500€,https://www.matrimonio.com/fotografo-matrimonio/leonora-arico--e144859,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Ho diversi pacchetti, in base ai desideri dei miei clienti, e l'orario.  Ma   Posso realizzare sia foto evideo, e solo con fotografi e videografi professionisti",yes,?
Marco Lattanzi Photography,5.0,,?,no,1000€-3000€,https://www.matrimonio.com/fotografo-matrimonio/marco-lattanzi-photography--e147559,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Copertura totale dell'evento con 1 o 2 fotografi; scatti della giornata in alta risoluzione,post-produzione,  galleria privata on line, chiavetta con le foto",yes,?
Pentaprisma - Servizi Fotografici,5.0,,?,no,1000€-1800€,https://www.matrimonio.com/fotografo-matrimonio/pentaprisma-servizi-fotografici--e150960,"blu-ray o DVD con tutti gli scatti, Proponiamo foto-ringraziamento che stampiamo e consegnamo durante il ricevimento, ma anche partecipazioni, libretti messa, menu,  photobooth e proiezione durante il ricevimento di foto e video","Copertura oraria totale: dalla preparazione degli sposi fino alla fine del ricevimento, senza limiti diorario nè numero massimo di foto",yes,?
Gianluca Sgarriglia Photographer,4.9,,?,no,1200€-2200€,https://www.matrimonio.com/fotografo-matrimonio/gianluca-sgarriglia-photographer--e152037,elegante - Album Matrimoniali realizzati a mano Made in Italy - Stampe Fine Art - Servizi di Coppia,"Include sempre la mia presenza per l'intero evento, e quella di un secondo fotografo - consegna delleimmagini su Usb - Il resto è personalizzabile a piacimento",yes,Milano e Varese
Daniele Maffietti,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/daniele-maffietti--e153054,blu-ray o DVD con tutti gli scatti,Tutte le foto dal prematrimoniale fino al lancio del bouquet. Immagini digitali e negativi. Album personalizzabili,yes,?
Biancoenero Servizi Fotografici,5.0,,?,no,680€-7000€,https://www.matrimonio.com/fotografo-matrimonio/biancoenero-servizi-fotografici--e153526,"risoluzione, blu-ray o DVD con tutti gli scatti, Trash the Dress & Romantic Photo Shoot",Tutti i nostri servizi sono personalizzabili in base alle esigenze degli sposi e di conseguenza nonproponiamo mai un pack precostituito. La nostra priorità è soddisfare ogni tua aspettativa,yes,Bergamo e Milano
Wedding 125,4.9,,?,no,1000€-2500€,https://www.matrimonio.com/fotografo-matrimonio/wedding-125--e156544,"DVD con tutti gli scatti, cabina fotografica, altri","Comprende la copertura dell'intera giornata da parte di 1 o 2 fotografi professionisti che selezionerannoi momenti salienti di tutta la giornata, seguendo le esigenze degli sposi e degli invitati",yes,?
Eugenio Fotografie,5.0,,?,no,800€-4000€,https://www.matrimonio.com/fotografo-matrimonio/eugenio-fotografie--e164238,DVD con tutti gli scatti,"Due fotografi per l'intero matrimonio, nessun limite di scatti, impaginazione album, consegna tra le 600e le 1000 foto postprodotte a regola d'arte, 15 stampe in fine art e il prewedding",yes,Milano e Monza e Brianza
RF Studio,?,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/rf-studio--e181000,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Maternity, newborn, bambini, battesimi, comunioni, cresime, diciottesimi, ecc","Giornata completa con fotografo e assistente (anche fotografo) scattando a due camere nei momenti clou,album matrimonio più due mini album per i genitori",yes,?
Racconti di Matrimonio,4.5,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/racconti-di-matrimonio--e187300,"Foto, video, prematrimonio, postmatrimonio, album, mini album, fotografie in alta risoluzione","Gentili fidanzati, avrete sempre 2 Fotografi a vostra disposizione per tutto l'evento a partire daipreparativi, i nostri Servizi sono costruiti insieme a voi secondo le vostre esigenze",yes,"Lecco, Milano e Monza e Brianza"
Dama Emozioni,?,,?,no,600€-2000€,https://www.matrimonio.com/fotografo-matrimonio/dama-emozioni--e194524,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall","Servizio fidanzati, servizio matrimoniale completo (anche con drone), album sposi, album genitori, videomatrimoniale, chiavetta USB personalizzata con file video e jpeg in alta risoluzione",yes,?
Lara Balfre Photoghraphy,5.0,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/lara-balfre-photoghraphy--e202416,"Foto, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri","Colloquio conoscitivo di persona o telefonico, sopralluogo ambienti, due fotografi durante tutta lacerimonia, post produzione delle foto e mini album",yes,?
Carlo Buttinoni Fotografo,4.9,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/carlo-buttinoni-fotografo--e7960,"risoluzione, blu-ray o DVD con tutti gli scatti",Creo ogni pacchetto su misura per ogni esigenza!,yes,?
Antonio Nebuloni,4.8,,?,no,490€-2000€,https://www.matrimonio.com/fotografo-matrimonio/antonio-nebuloni--e13660,"risoluzione, blu-ray o DVD con tutti gli scatti","Servizio fotografico intera giornata, senza limite di tempo e scatti, e consegna di tutti i files in altarisoluzione. In base all'opzione scelta il pacchetto include l'album (classico, libro, Iro...)",yes,Milano e Novara
Foto Ponessa di Salvatore Ponessa,4.8,,?,no,997€-3997€,https://www.matrimonio.com/fotografo-matrimonio/foto-ponessa-di-salvatore-ponessa--e21400,"risoluzione, blu-ray o DVD con tutti gli scatti, Realizziamo splendidi slideshow con la storia fotografica della coppia, oppure anche con la storia della giornata più bella della coppia, il loro matrimonio!","A seconda del tipo di evento, e dei desideri degli sposi, abbiamo diverse soluzione per personalizzare erendere unico il ricordo del matrimonio",yes,"Como, Lecco e Monza e Brianza"
Immaginevisione,4.6,,?,no,760€,https://www.matrimonio.com/fotografo-matrimonio/immaginevisione--e72637,"risoluzione, blu-ray o DVD con tutti gli scatti, altri",Servizio fotografico scatti illimitati - provini su Cd - Album analogico o digitale - Eventuali stampe -Post-produzione immagini - restituzione originali su DVD HRes,yes,"Bergamo, Milano e Monza e Brianza"
General Foto di Gritti Federico,4.9,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/general-foto-di-gritti-federico--e75253,DVD con tutti gli scatti,Servizio Fotografico della giornata dalla casa degli sposi al termine del ricevimento. L'album dimatrimonio con il cofanetto e tutte le fotografie in alta definizione,yes,Brescia e Cremona
